,incident_number,address,incident_type,datetime,latitude,longitude,color,icon,marker_text,neighborhood
452,F220107906,2600 Western Ave,Aid Response,2022-09-05 22:27:00,47.614585,-122.350542,red,ambulance,<p>Incident: F220107906</p><p>Date: 2022-09-05</p><p>Time: 22:27:00</p><p>Type: Aid Response</p>,Stevens
453,F220107907,4830 52nd Ave Sw,Nurseline/AMR,2022-09-05 22:30:00,47.558652,-122.397624,green,user-md,<p>Incident: F220107907</p><p>Date: 2022-09-05</p><p>Time: 22:30:00</p><p>Type: Nurseline/AMR</p>,Belltown
454,F220107908,308 4th Ave S,Aid Response,2022-09-05 22:34:00,47.599968,-122.328965,red,ambulance,<p>Incident: F220107908</p><p>Date: 2022-09-05</p><p>Time: 22:34:00</p><p>Type: Aid Response</p>,Alki
455,F220107912,2514 25th Ave E,Aid Response,2022-09-05 22:39:00,47.641909,-122.300329,red,ambulance,<p>Incident: F220107912</p><p>Date: 2022-09-05</p><p>Time: 22:39:00</p><p>Type: Aid Response</p>,Pioneer Square
456,F220107913,4030 55th Ave Sw,Medic Response,2022-09-05 22:41:00,47.56802,-122.402859,red,ambulance,<p>Incident: F220107913</p><p>Date: 2022-09-05</p><p>Time: 22:41:00</p><p>Type: Medic Response</p>,Montlake
457,F220107915,5420 26th Ave Sw,Rescue Lock In/Out,2022-09-05 22:43:00,47.553554,-122.365578,purple,asterisk,<p>Incident: F220107915</p><p>Date: 2022-09-05</p><p>Time: 22:43:00</p><p>Type: Rescue Lock In/Out</p>,Alki
458,F220107916,6900 37th Ave S,Aid Response,2022-09-05 22:44:00,47.540654,-122.286239,red,ambulance,<p>Incident: F220107916</p><p>Date: 2022-09-05</p><p>Time: 22:44:00</p><p>Type: Aid Response</p>,High Point
459,F220107917,721 E Pike St,Aid Response,2022-09-05 22:45:00,47.614053,-122.323118,red,ambulance,<p>Incident: F220107917</p><p>Date: 2022-09-05</p><p>Time: 22:45:00</p><p>Type: Aid Response</p>,Holly Park
460,F220107918,300 Pine St,Triaged Incident,2022-09-05 22:49:00,47.610743,-122.338702,red,plus-square,<p>Incident: F220107918</p><p>Date: 2022-09-05</p><p>Time: 22:49:00</p><p>Type: Triaged Incident</p>,First Hill
461,F220107919,410 W Highland Dr,Automatic Fire Alarm Resd,2022-09-05 22:49:00,47.629592,-122.361933,red,fire,<p>Incident: F220107919</p><p>Date: 2022-09-05</p><p>Time: 22:49:00</p><p>Type: Automatic Fire Alarm Resd</p>,Central Business District
462,F220107920,5100 S Wallace St,Unk Odor,2022-09-05 22:51:00,47.497618,-122.270269,purple,asterisk,<p>Incident: F220107920</p><p>Date: 2022-09-05</p><p>Time: 22:51:00</p><p>Type: Unk Odor</p>,Lower Queen Anne
463,F220107921,77 S Washington St,Medic Response,2022-09-05 22:54:00,47.600885,-122.334925,red,ambulance,<p>Incident: F220107921</p><p>Date: 2022-09-05</p><p>Time: 22:54:00</p><p>Type: Medic Response</p>,Rainier View
464,F220107922,300 Pine St,Triaged Incident,2022-09-05 22:54:00,47.610743,-122.338702,red,plus-square,<p>Incident: F220107922</p><p>Date: 2022-09-05</p><p>Time: 22:54:00</p><p>Type: Triaged Incident</p>,Pioneer Square
465,F220107923,100 Crockett St,Aid Response,2022-09-05 22:58:00,47.637416,-122.355598,red,ambulance,<p>Incident: F220107923</p><p>Date: 2022-09-05</p><p>Time: 22:58:00</p><p>Type: Aid Response</p>,Central Business District
466,F220107924,4th Ave / Bell St,Aid Response,2022-09-05 23:05:00,47.615369,-122.343934,red,ambulance,<p>Incident: F220107924</p><p>Date: 2022-09-05</p><p>Time: 23:05:00</p><p>Type: Aid Response</p>,East Queen Anne
467,F220107925,1929 37th Pl E,Aid Response,2022-09-05 23:06:00,47.63614,-122.284715,red,ambulance,<p>Incident: F220107925</p><p>Date: 2022-09-05</p><p>Time: 23:06:00</p><p>Type: Aid Response</p>,Belltown
468,F220107926,1001 E James Way,Rescue Elevator,2022-09-05 23:27:00,47.607834,-122.319302,green,building,<p>Incident: F220107926</p><p>Date: 2022-09-05</p><p>Time: 23:27:00</p><p>Type: Rescue Elevator</p>,Madison Park
469,F220107927,4700 Phinney Ave N,Aid Response,2022-09-05 23:35:00,47.66288,-122.353974,red,ambulance,<p>Incident: F220107927</p><p>Date: 2022-09-05</p><p>Time: 23:35:00</p><p>Type: Aid Response</p>,First Hill
470,F220107928,600 5th Ave S,Rubbish Fire,2022-09-05 23:46:00,47.597517,-122.327675,orange,fire-extinguisher,<p>Incident: F220107928</p><p>Date: 2022-09-05</p><p>Time: 23:46:00</p><p>Type: Rubbish Fire</p>,Fremont
471,F220107930,13741 30th Ave Ne,Aid Response,2022-09-05 23:53:00,47.728212,-122.296431,red,ambulance,<p>Incident: F220107930</p><p>Date: 2022-09-05</p><p>Time: 23:53:00</p><p>Type: Aid Response</p>,International District
472,F220107931,3121 West Laurelhurst Dr Ne,Automatic Fire Alarm Resd,2022-09-05 23:57:00,47.650093,-122.277549,red,fire,<p>Incident: F220107931</p><p>Date: 2022-09-05</p><p>Time: 23:57:00</p><p>Type: Automatic Fire Alarm Resd</p>,Olympic Hills
473,F220107932,1206 E Jefferson St,Aid Response,2022-09-05 23:58:00,47.606203,-122.3167,red,ambulance,<p>Incident: F220107932</p><p>Date: 2022-09-05</p><p>Time: 23:58:00</p><p>Type: Aid Response</p>,Laurelhurst
474,F220107935,5826 57th Ave Ne,Aid Response,2022-09-06 00:12:00,47.670603,-122.266784,red,ambulance,<p>Incident: F220107935</p><p>Date: 2022-09-06</p><p>Time: 00:12:00</p><p>Type: Aid Response</p>,Minor
475,F220107936,2821 W Jameson St,Alarm Bell,2022-09-06 00:12:00,47.659426,-122.39369,purple,asterisk,<p>Incident: F220107936</p><p>Date: 2022-09-06</p><p>Time: 00:12:00</p><p>Type: Alarm Bell</p>,Windermere
476,F220107937,2909 Franklin Ave E,Nurseline/AMR,2022-09-06 00:27:00,47.64718,-122.323255,green,user-md,<p>Incident: F220107937</p><p>Date: 2022-09-06</p><p>Time: 00:27:00</p><p>Type: Nurseline/AMR</p>,Lawton Park
477,F220107938,1315 Ne 47th St,Rubbish Fire,2022-09-06 00:32:00,47.663099,-122.314064,orange,fire-extinguisher,<p>Incident: F220107938</p><p>Date: 2022-09-06</p><p>Time: 00:32:00</p><p>Type: Rubbish Fire</p>,Eastlake
478,F220107939,9000 Rainier Ave S,Aid Response,2022-09-06 00:37:00,47.523307,-122.269986,red,ambulance,<p>Incident: F220107939</p><p>Date: 2022-09-06</p><p>Time: 00:37:00</p><p>Type: Aid Response</p>,University District
479,F220107940,2840 S Othello St,Triaged Incident,2022-09-06 00:40:00,47.536683,-122.295786,red,plus-square,<p>Incident: F220107940</p><p>Date: 2022-09-06</p><p>Time: 00:40:00</p><p>Type: Triaged Incident</p>,Dunlap
480,F220107941,2327 2nd Ave,Aid Response,2022-09-06 00:45:00,47.614242,-122.346,red,ambulance,<p>Incident: F220107941</p><p>Date: 2022-09-06</p><p>Time: 00:45:00</p><p>Type: Aid Response</p>,South Beacon Hill
481,F220107942,525 Ne Northgate Way,Poison Control,2022-09-06 00:46:00,47.708593,-122.323047,purple,asterisk,<p>Incident: F220107942</p><p>Date: 2022-09-06</p><p>Time: 00:46:00</p><p>Type: Poison Control</p>,Belltown
482,F220107943,430 Minor Ave N,Aid Response,2022-09-06 00:53:00,47.622312,-122.332995,red,ambulance,<p>Incident: F220107943</p><p>Date: 2022-09-06</p><p>Time: 00:53:00</p><p>Type: Aid Response</p>,Maple Leaf
483,F220107944,7TH AVE N / WALL ST,Nurseline/AMR,2022-09-06 01:04:00,47.618557,-122.34365,green,user-md,<p>Incident: F220107944</p><p>Date: 2022-09-06</p><p>Time: 01:04:00</p><p>Type: Nurseline/AMR</p>,South Lake Union
484,F220107945,710 Cherry St,Aid Response,2022-09-06 01:12:00,47.605387,-122.327511,red,ambulance,<p>Incident: F220107945</p><p>Date: 2022-09-06</p><p>Time: 01:12:00</p><p>Type: Aid Response</p>,South Lake Union
485,F220107946,10400 65th Ave S,Low Acuity Response,2022-09-06 01:15:00,47.50818,-122.252375,purple,asterisk,<p>Incident: F220107946</p><p>Date: 2022-09-06</p><p>Time: 01:15:00</p><p>Type: Low Acuity Response</p>,First Hill
486,F220107950,1st Ave / Cedar St,Rubbish Fire,2022-09-06 01:41:00,47.615802,-122.350616,orange,fire-extinguisher,<p>Incident: F220107950</p><p>Date: 2022-09-06</p><p>Time: 01:41:00</p><p>Type: Rubbish Fire</p>,Rainier Beach
487,F220107951,116 Fairview Ave N,Aid Response,2022-09-06 01:44:00,47.618693,-122.334256,red,ambulance,<p>Incident: F220107951</p><p>Date: 2022-09-06</p><p>Time: 01:44:00</p><p>Type: Aid Response</p>,Belltown
488,F220107953,503 S Royal Brougham Way,Aid Response,2022-09-06 02:11:00,47.592399,-122.327256,red,ambulance,<p>Incident: F220107953</p><p>Date: 2022-09-06</p><p>Time: 02:11:00</p><p>Type: Aid Response</p>,South Lake Union
489,F220107954,5225 11th Ave Ne,Aid Response,2022-09-06 02:12:00,47.666611,-122.316313,red,ambulance,<p>Incident: F220107954</p><p>Date: 2022-09-06</p><p>Time: 02:12:00</p><p>Type: Aid Response</p>,Industrial District
490,F220107955,Rainier Ave S / S Norman St,Dumpster Fire,2022-09-06 02:13:00,47.593506,-122.309718,purple,asterisk,<p>Incident: F220107955</p><p>Date: 2022-09-06</p><p>Time: 02:13:00</p><p>Type: Dumpster Fire</p>,University District
491,F220107957,2014 Nw 57th St,Aid Response,2022-09-06 02:22:00,47.67018,-122.382305,red,ambulance,<p>Incident: F220107957</p><p>Date: 2022-09-06</p><p>Time: 02:22:00</p><p>Type: Aid Response</p>,Atlantic
492,F220107958,Ne Blakeley St / Ne 45th Pl,Aid Response,2022-09-06 02:23:00,47.661954,-122.291506,red,ambulance,<p>Incident: F220107958</p><p>Date: 2022-09-06</p><p>Time: 02:23:00</p><p>Type: Aid Response</p>,Adams
493,F220107961,210 Wall St,Natural Gas Odor,2022-09-06 02:31:00,47.615429,-122.347799,green,warning,<p>Incident: F220107961</p><p>Date: 2022-09-06</p><p>Time: 02:31:00</p><p>Type: Natural Gas Odor</p>,Ravenna
494,F220107962,210 Alaskan Way S,Aid Response,2022-09-06 02:32:00,47.600593,-122.335915,red,ambulance,<p>Incident: F220107962</p><p>Date: 2022-09-06</p><p>Time: 02:32:00</p><p>Type: Aid Response</p>,Belltown
495,F220107965,5214 Rainier Ave S,Aid Response,2022-09-06 02:45:00,47.555417,-122.282935,red,ambulance,<p>Incident: F220107965</p><p>Date: 2022-09-06</p><p>Time: 02:45:00</p><p>Type: Aid Response</p>,Pioneer Square
496,F220107967,Airport Way S / S Lucile St,Brush Fire,2022-09-06 03:00:00,47.553351,-122.321004,purple,asterisk,<p>Incident: F220107967</p><p>Date: 2022-09-06</p><p>Time: 03:00:00</p><p>Type: Brush Fire</p>,Columbia City
497,F220107968,306 25th Ave S,Nurseline/AMR,2022-09-06 03:02:00,47.600014,-122.299862,green,user-md,<p>Incident: F220107968</p><p>Date: 2022-09-06</p><p>Time: 03:02:00</p><p>Type: Nurseline/AMR</p>,Georgetown
498,F220107970,2515 Ne 70th St,Activated CO Detector,2022-09-06 03:11:00,47.679409,-122.3005,green,warning,<p>Incident: F220107970</p><p>Date: 2022-09-06</p><p>Time: 03:11:00</p><p>Type: Activated CO Detector</p>,Atlantic
499,F220107971,Rainier Ave S / S Charles St,Aid Response,2022-09-06 03:16:00,47.594072,-122.31015,red,ambulance,<p>Incident: F220107971</p><p>Date: 2022-09-06</p><p>Time: 03:16:00</p><p>Type: Aid Response</p>,Ravenna
500,F220107973,4803 S Henderson St,Aid Response,2022-09-06 03:27:00,47.52331,-122.272812,red,ambulance,<p>Incident: F220107973</p><p>Date: 2022-09-06</p><p>Time: 03:27:00</p><p>Type: Aid Response</p>,North Beacon Hill
501,F220107974,Sb I5 At Northgate,MVI Medic,2022-09-06 03:27:00,47.706245,-122.330019,purple,asterisk,<p>Incident: F220107974</p><p>Date: 2022-09-06</p><p>Time: 03:27:00</p><p>Type: MVI Medic</p>,Dunlap
502,F220107975,1732 16th Ave,Aid Response,2022-09-06 03:31:00,47.616815,-122.311453,red,ambulance,<p>Incident: F220107975</p><p>Date: 2022-09-06</p><p>Time: 03:31:00</p><p>Type: Aid Response</p>,North College Park
503,F220107976,6900 37th Ave S,Aid Response,2022-09-06 03:33:00,47.540654,-122.286239,red,ambulance,<p>Incident: F220107976</p><p>Date: 2022-09-06</p><p>Time: 03:33:00</p><p>Type: Aid Response</p>,Stevens
504,F220107977,12315 11th Ave Ne,Medic Response,2022-09-06 03:34:00,47.717753,-122.31612,red,ambulance,<p>Incident: F220107977</p><p>Date: 2022-09-06</p><p>Time: 03:34:00</p><p>Type: Medic Response</p>,Holly Park
505,F220107978,617 N 47th St,Automatic Fire Alarm Resd,2022-09-06 03:35:00,47.662877,-122.351226,red,fire,<p>Incident: F220107978</p><p>Date: 2022-09-06</p><p>Time: 03:35:00</p><p>Type: Automatic Fire Alarm Resd</p>,Pinehurst
506,F220107979,4803 S Henderson St,Hang-Up- Aid,2022-09-06 03:36:00,47.52331,-122.272812,purple,asterisk,<p>Incident: F220107979</p><p>Date: 2022-09-06</p><p>Time: 03:36:00</p><p>Type: Hang-Up- Aid</p>,Fremont
507,F220107980,4th Ave N / Roy St,1RED 1 Unit,2022-09-06 03:44:00,47.625428,-122.34887,purple,asterisk,<p>Incident: F220107980</p><p>Date: 2022-09-06</p><p>Time: 03:44:00</p><p>Type: 1RED 1 Unit</p>,Dunlap
508,F220107981,119 19th Ave E,Aid Response,2022-09-06 03:54:00,47.618691,-122.307381,red,ambulance,<p>Incident: F220107981</p><p>Date: 2022-09-06</p><p>Time: 03:54:00</p><p>Type: Aid Response</p>,Lower Queen Anne
509,F220107982,147 N 132nd St,Aid Response,2022-09-06 04:03:00,47.725059,-122.357384,red,ambulance,<p>Incident: F220107982</p><p>Date: 2022-09-06</p><p>Time: 04:03:00</p><p>Type: Aid Response</p>,Stevens
510,F220107983,1811 Eastlake Ave,Aid Response,2022-09-06 04:05:00,47.618002,-122.329182,red,ambulance,<p>Incident: F220107983</p><p>Date: 2022-09-06</p><p>Time: 04:05:00</p><p>Type: Aid Response</p>,Broadview
511,F220107984,1804 7th Ave W,Automatic Fire Alarm Resd,2022-09-06 04:25:00,47.634778,-122.366356,red,fire,<p>Incident: F220107984</p><p>Date: 2022-09-06</p><p>Time: 04:25:00</p><p>Type: Automatic Fire Alarm Resd</p>,Belltown
512,F220107985,110 10th Ave S,4RED - 2 + 1 + 1,2022-09-06 04:55:00,47.601612,-122.319581,purple,asterisk,<p>Incident: F220107985</p><p>Date: 2022-09-06</p><p>Time: 04:55:00</p><p>Type: 4RED - 2 + 1 + 1</p>,West Queen Anne
513,F220107987,13511 North Park Ave N,Medic Response,2022-09-06 05:02:00,47.727041,-122.349527,red,ambulance,<p>Incident: F220107987</p><p>Date: 2022-09-06</p><p>Time: 05:02:00</p><p>Type: Medic Response</p>,Yesler Terrace
514,F220107988,1019 Harbor Ave Sw,Aid Response,2022-09-06 05:04:00,47.594948,-122.384897,red,ambulance,<p>Incident: F220107988</p><p>Date: 2022-09-06</p><p>Time: 05:04:00</p><p>Type: Aid Response</p>,Bitter Lake
515,F220107989,617 3rd Ave W,Medic Response,2022-09-06 05:05:00,47.624795,-122.360627,red,ambulance,<p>Incident: F220107989</p><p>Date: 2022-09-06</p><p>Time: 05:05:00</p><p>Type: Medic Response</p>,Alki
516,F220107990,9000 Rainier Ave S,Aid Response,2022-09-06 05:09:00,47.523307,-122.269986,red,ambulance,<p>Incident: F220107990</p><p>Date: 2022-09-06</p><p>Time: 05:09:00</p><p>Type: Aid Response</p>,Lower Queen Anne
517,F220107991,11730 Riviera Pl Ne,Automatic Fire Alarm Resd,2022-09-06 05:10:00,47.715762,-122.278038,red,fire,<p>Incident: F220107991</p><p>Date: 2022-09-06</p><p>Time: 05:10:00</p><p>Type: Automatic Fire Alarm Resd</p>,Dunlap
518,F220107992,1501 17th Ave,Aid Response,2022-09-06 05:18:00,47.614106,-122.310161,red,ambulance,<p>Incident: F220107992</p><p>Date: 2022-09-06</p><p>Time: 05:18:00</p><p>Type: Aid Response</p>,Matthews Beach
519,F220107994,124 14th Ave E,Alarm Bell,2022-09-06 05:42:00,47.619062,-122.314303,purple,asterisk,<p>Incident: F220107994</p><p>Date: 2022-09-06</p><p>Time: 05:42:00</p><p>Type: Alarm Bell</p>,Minor
520,F220107996,2215 1st Ave,Aid Response,2022-09-06 05:46:00,47.612716,-122.345399,red,ambulance,<p>Incident: F220107996</p><p>Date: 2022-09-06</p><p>Time: 05:46:00</p><p>Type: Aid Response</p>,Broadway
521,F220107997,500 17th Ave,Medic Response,2022-09-06 05:49:00,47.606176,-122.310249,red,ambulance,<p>Incident: F220107997</p><p>Date: 2022-09-06</p><p>Time: 05:49:00</p><p>Type: Medic Response</p>,Belltown
522,F220107998,8329 23rd Ave Nw,Aid Response Yellow,2022-09-06 05:50:00,47.688969,-122.385409,green,ambulance,<p>Incident: F220107998</p><p>Date: 2022-09-06</p><p>Time: 05:50:00</p><p>Type: Aid Response Yellow</p>,Minor
523,F220107999,2nd Ave / Bell St,Aid Response,2022-09-06 05:52:00,47.61404,-122.345653,red,ambulance,<p>Incident: F220107999</p><p>Date: 2022-09-06</p><p>Time: 05:52:00</p><p>Type: Aid Response</p>,Loyal Heights
524,F220108000,2929 1st Ave,Medic Response- 7 per Rule,2022-09-06 05:53:00,47.617141,-122.352885,purple,asterisk,<p>Incident: F220108000</p><p>Date: 2022-09-06</p><p>Time: 05:53:00</p><p>Type: Medic Response- 7 per Rule</p>,Belltown
525,F220108001,2312 N 54th St,Aid Response,2022-09-06 05:54:00,47.667904,-122.329463,red,ambulance,<p>Incident: F220108001</p><p>Date: 2022-09-06</p><p>Time: 05:54:00</p><p>Type: Aid Response</p>,Belltown
526,F220108002,2641 Sw Nevada St,Medic Response,2022-09-06 06:04:00,47.565448,-122.366008,red,ambulance,<p>Incident: F220108002</p><p>Date: 2022-09-06</p><p>Time: 06:04:00</p><p>Type: Medic Response</p>,Wallingford
527,F220108003,YESLER WAY / 8TH AVE,Aid Response,2022-09-06 06:02:00,47.601703,-122.322447,red,ambulance,<p>Incident: F220108003</p><p>Date: 2022-09-06</p><p>Time: 06:02:00</p><p>Type: Aid Response</p>,North Delridge
528,F220108004,7701 14th Ave S,Mutual Aid- Medic,2022-09-06 06:10:00,47.534513,-122.314855,purple,asterisk,<p>Incident: F220108004</p><p>Date: 2022-09-06</p><p>Time: 06:10:00</p><p>Type: Mutual Aid- Medic</p>,Yesler Terrace
529,F220108007,7144 Beacon Ave S,Triaged Incident,2022-09-06 06:19:00,47.538368,-122.295193,red,plus-square,<p>Incident: F220108007</p><p>Date: 2022-09-06</p><p>Time: 06:19:00</p><p>Type: Triaged Incident</p>,Georgetown
530,F220108008,105 5th Ave S,Triaged Incident,2022-09-06 06:20:00,47.601643,-122.327656,red,plus-square,<p>Incident: F220108008</p><p>Date: 2022-09-06</p><p>Time: 06:20:00</p><p>Type: Triaged Incident</p>,South Beacon Hill
531,F220108010,430 Minor Ave N,Nurseline/AMR,2022-09-06 06:44:00,47.622312,-122.332995,green,user-md,<p>Incident: F220108010</p><p>Date: 2022-09-06</p><p>Time: 06:44:00</p><p>Type: Nurseline/AMR</p>,International District
532,F220108011,3rd Ave / Union St,Aid Response,2022-09-06 06:47:00,47.608756,-122.336885,red,ambulance,<p>Incident: F220108011</p><p>Date: 2022-09-06</p><p>Time: 06:47:00</p><p>Type: Aid Response</p>,South Lake Union
533,F220108012,1st Ave N / Mercer St,Medic Response,2022-09-06 06:49:00,47.624578,-122.355404,red,ambulance,<p>Incident: F220108012</p><p>Date: 2022-09-06</p><p>Time: 06:49:00</p><p>Type: Medic Response</p>,Central Business District
534,F220108013,3700 Densmore Ave N,Aid Response,2022-09-06 06:53:00,47.651985,-122.337501,red,ambulance,<p>Incident: F220108013</p><p>Date: 2022-09-06</p><p>Time: 06:53:00</p><p>Type: Aid Response</p>,Lower Queen Anne
535,F220108015,4400 Stone Way N,Aid Response,2022-09-06 07:03:00,47.65996,-122.342217,red,ambulance,<p>Incident: F220108015</p><p>Date: 2022-09-06</p><p>Time: 07:03:00</p><p>Type: Aid Response</p>,Wallingford
536,F220108016,1334 Terry Ave,Triaged Incident,2022-09-06 07:09:00,47.611348,-122.328514,red,plus-square,<p>Incident: F220108016</p><p>Date: 2022-09-06</p><p>Time: 07:09:00</p><p>Type: Triaged Incident</p>,Wallingford
537,F220108019,32nd Ave S / S Washington St,Aid Response,2022-09-06 07:23:00,47.600858,-122.291328,red,ambulance,<p>Incident: F220108019</p><p>Date: 2022-09-06</p><p>Time: 07:23:00</p><p>Type: Aid Response</p>,First Hill
538,F220108020,805 4th Ave N,Aid Response,2022-09-06 07:24:00,47.626322,-122.348863,red,ambulance,<p>Incident: F220108020</p><p>Date: 2022-09-06</p><p>Time: 07:24:00</p><p>Type: Aid Response</p>,Leschi
539,F220108022,450 Ne 71st St,Aid Response,2022-09-06 07:24:00,47.679974,-122.323673,red,ambulance,<p>Incident: F220108022</p><p>Date: 2022-09-06</p><p>Time: 07:24:00</p><p>Type: Aid Response</p>,Lower Queen Anne
540,F220108024,11501 15th Ave Ne,Low Acuity Response,2022-09-06 07:29:00,47.712167,-122.312433,purple,asterisk,<p>Incident: F220108024</p><p>Date: 2022-09-06</p><p>Time: 07:29:00</p><p>Type: Low Acuity Response</p>,Green Lake
541,F220108025,2nd Ave / Bell St,Hang-Up- Aid,2022-09-06 07:29:00,47.61404,-122.345653,purple,asterisk,<p>Incident: F220108025</p><p>Date: 2022-09-06</p><p>Time: 07:29:00</p><p>Type: Hang-Up- Aid</p>,Victory Heights
542,F220108026,2100 24th Ave S,Aid Response,2022-09-06 07:30:00,47.584503,-122.301632,red,ambulance,<p>Incident: F220108026</p><p>Date: 2022-09-06</p><p>Time: 07:30:00</p><p>Type: Aid Response</p>,Belltown
543,F220108027,3512 S Juneau St,Aid Response,2022-09-06 07:34:00,47.549772,-122.288795,red,ambulance,<p>Incident: F220108027</p><p>Date: 2022-09-06</p><p>Time: 07:34:00</p><p>Type: Aid Response</p>,Atlantic
544,F220108028,1431 Minor Ave,Aid Response,2022-09-06 07:36:00,47.613247,-122.327187,red,ambulance,<p>Incident: F220108028</p><p>Date: 2022-09-06</p><p>Time: 07:36:00</p><p>Type: Aid Response</p>,Mid-Beacon Hill
545,F220108030,2001 W Garfield St,Medic Response,2022-09-06 07:41:00,47.633255,-122.378853,red,ambulance,<p>Incident: F220108030</p><p>Date: 2022-09-06</p><p>Time: 07:41:00</p><p>Type: Medic Response</p>,First Hill
546,F220108031,9401 35th Ave Ne,Aid Response,2022-09-06 07:43:00,47.696631,-122.290557,red,ambulance,<p>Incident: F220108031</p><p>Date: 2022-09-06</p><p>Time: 07:43:00</p><p>Type: Aid Response</p>,Interbay
547,F220108036,4231 8th Ave Ne,Aid Response,2022-09-06 08:09:00,47.658125,-122.319789,red,ambulance,<p>Incident: F220108036</p><p>Date: 2022-09-06</p><p>Time: 08:09:00</p><p>Type: Aid Response</p>,Wedgwood
548,F220108038,9401 35th Ave Ne,Aid Response,2022-09-06 08:11:00,47.696631,-122.290557,red,ambulance,<p>Incident: F220108038</p><p>Date: 2022-09-06</p><p>Time: 08:11:00</p><p>Type: Aid Response</p>,University District
549,F220108039,1402 Lakeside Ave S,EVENT - Special Event,2022-09-06 08:16:00,47.589826,-122.28638,purple,asterisk,<p>Incident: F220108039</p><p>Date: 2022-09-06</p><p>Time: 08:16:00</p><p>Type: EVENT - Special Event</p>,Wedgwood
550,F220108040,2119 3rd Ave,Aid Response,2022-09-06 08:19:00,47.613308,-122.342432,red,ambulance,<p>Incident: F220108040</p><p>Date: 2022-09-06</p><p>Time: 08:19:00</p><p>Type: Aid Response</p>,Mount Baker
551,F220108041,4735 Delridge Way Sw,Automatic Fire Alarm Resd,2022-09-06 08:19:00,47.560439,-122.362881,red,fire,<p>Incident: F220108041</p><p>Date: 2022-09-06</p><p>Time: 08:19:00</p><p>Type: Automatic Fire Alarm Resd</p>,Belltown
552,F220108044,2119 3rd Ave,Low Acuity Response,2022-09-06 08:29:00,47.613308,-122.342432,purple,asterisk,<p>Incident: F220108044</p><p>Date: 2022-09-06</p><p>Time: 08:29:00</p><p>Type: Low Acuity Response</p>,North Delridge
553,F220108046,2006 W Barrett St,Aid Response,2022-09-06 08:38:00,47.646587,-122.382044,red,ambulance,<p>Incident: F220108046</p><p>Date: 2022-09-06</p><p>Time: 08:38:00</p><p>Type: Aid Response</p>,Belltown
554,F220108048,201 Yesler Way,Aid Response,2022-09-06 08:41:00,47.601719,-122.331966,red,ambulance,<p>Incident: F220108048</p><p>Date: 2022-09-06</p><p>Time: 08:41:00</p><p>Type: Aid Response</p>,Southeast Magnolia
555,F220108054,24th Ave S / S Plum St,Aid Response,2022-09-06 08:49:00,47.58549,-122.301626,red,ambulance,<p>Incident: F220108054</p><p>Date: 2022-09-06</p><p>Time: 08:49:00</p><p>Type: Aid Response</p>,Pioneer Square
556,F220108056,1017 E Union St,Aid Response,2022-09-06 08:51:00,47.612938,-122.319207,red,ambulance,<p>Incident: F220108056</p><p>Date: 2022-09-06</p><p>Time: 08:51:00</p><p>Type: Aid Response</p>,Atlantic
557,F220108058,2111 N Northgate Way,Medic Response,2022-09-06 08:59:00,47.708662,-122.333846,red,ambulance,<p>Incident: F220108058</p><p>Date: 2022-09-06</p><p>Time: 08:59:00</p><p>Type: Medic Response</p>,Broadway
558,F220108059,2929 1st Ave,Aid Response,2022-09-06 09:01:00,47.617141,-122.352885,red,ambulance,<p>Incident: F220108059</p><p>Date: 2022-09-06</p><p>Time: 09:01:00</p><p>Type: Aid Response</p>,North College Park
559,F220108060,3546 43rd Ave W,Low Acuity Response,2022-09-06 09:05:00,47.651951,-122.412905,purple,asterisk,<p>Incident: F220108060</p><p>Date: 2022-09-06</p><p>Time: 09:05:00</p><p>Type: Low Acuity Response</p>,Belltown
560,F220108061,4203 Sw 98th St,Medic Response,2022-09-06 09:06:00,47.515634,-122.386104,red,ambulance,<p>Incident: F220108061</p><p>Date: 2022-09-06</p><p>Time: 09:06:00</p><p>Type: Medic Response</p>,Briarcliff
561,F220108062,4400 Stone Way N,Aid Response,2022-09-06 09:06:00,47.65996,-122.342217,red,ambulance,<p>Incident: F220108062</p><p>Date: 2022-09-06</p><p>Time: 09:06:00</p><p>Type: Aid Response</p>,Arbor Heights
562,F220108063,600 N 130th St,Aid Response,2022-09-06 09:09:00,47.723223,-122.351624,red,ambulance,<p>Incident: F220108063</p><p>Date: 2022-09-06</p><p>Time: 09:09:00</p><p>Type: Aid Response</p>,Wallingford
563,F220108064,2310 California Ave Sw,Auto Fire Alarm,2022-09-06 09:12:00,47.582935,-122.386481,orange,fire,<p>Incident: F220108064</p><p>Date: 2022-09-06</p><p>Time: 09:12:00</p><p>Type: Auto Fire Alarm</p>,Bitter Lake
564,F220108065,2046 WESTLAKE AVE N,Water Rescue Response,2022-09-06 09:13:00,47.637196,-122.340502,purple,asterisk,<p>Incident: F220108065</p><p>Date: 2022-09-06</p><p>Time: 09:13:00</p><p>Type: Water Rescue Response</p>,North Admiral
565,F220108066,509 3rd Ave,Auto Fire Alarm,2022-09-06 09:18:00,47.602114,-122.330809,orange,fire,<p>Incident: F220108066</p><p>Date: 2022-09-06</p><p>Time: 09:18:00</p><p>Type: Auto Fire Alarm</p>,Westlake
